,productname,price,processor,RAM,os,display,rating
821,HP FC0026AU AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light...,"₹39,490",Not Available,Not Available,Not Available,Not Available,4.3
822,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹23,990",Not Available,Not Available,Not Available,Not Available,3.8
823,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹15,990",Not Available,Not Available,Not Available,Not Available,3.7
824,MSI Modern 15 H AI Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,"₹53,990",Not Available,Not Available,Not Available,Not Available,3.7
825,Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Laptop,"₹31,990",Not Available,Not Available,Not Available,Not Available,4.2
826,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹36,690",Not Available,Not Available,Not Available,Not Available,4.3
827,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.2
828,Infinix ZERO BOOK Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) ZL12 Busin...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.7
829,ASUS TUF Gaming F15 with 90Whr Battery Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home...,"₹29,990",Not Available,Not Available,Not Available,Not Available,4.5
830,MSI Sword 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹31,890",Not Available,Not Available,Not Available,Not Available,4
831,ASUS Vivobook Go 15 Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) E510MA-EJ001W Th...,"₹25,650",Not Available,Not Available,Not Available,Not Available,4.3
832,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹89,999",Not Available,Not Available,Not Available,Not Available,4.3
833,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.2
834,ASUS Zenbook 14 OLED AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) UX3405MA-PZ752WS...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.1
835,MSI Sword 16 HX Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹96,990",Not Available,Not Available,Not Available,Not Available,4.1
836,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹49,990",Not Available,Not Available,Not Available,Not Available,4.3
837,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.2
838,ASUS TUF Gaming A15 AMD Ryzen 9 Octa Core 8945H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,3.7
839,"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Snapdragon X Plus - (16 GB/1 TB SSD/Windows 11 Home)...","₹39,490",Not Available,Not Available,Not Available,Not Available,4.2
840,DELL Inspiron 3535 MSO 2024 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 0IN3535100...,"₹31,970",Not Available,Not Available,Not Available,Not Available,4.7
841,Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin an...,"₹88,990",Not Available,Not Available,Not Available,Not Available,3.7
842,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹22,590",Not Available,Not Available,Not Available,Not Available,3.9
843,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.3
844,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ322WS Thin...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.3
845,DELL Inspiron Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Lap...,"₹25,650",Not Available,Not Available,Not Available,Not Available,4.1
846,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹89,999",Not Available,Not Available,Not Available,Not Available,4.4
847,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.1
848,Acer One 14 Intel Core i3 11th Gen 1115G4 - (16 GB/512 GB SSD/Windows 11 Home) Z8-415 Thin and Light L...,"₹53,990",Not Available,Not Available,Not Available,Not Available,3.7
849,DELL AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Lapt...,"₹31,890",Not Available,Not Available,Not Available,Not Available,4.2
850,HP Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq3066TU Thin and Light Lapt...,"₹96,990",Not Available,Not Available,Not Available,Not Available,4.6
851,HP Pavilion x360 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek1020TU 2 in 1 Laptop,"₹39,490",Not Available,Not Available,Not Available,Not Available,3.8
852,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹49,990",Not Available,Not Available,Not Available,Not Available,4.5
853,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹99,990",Not Available,Not Available,Not Available,Not Available,4
854,"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/W...","₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.2
855,Acer Aspire 5 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) A515-58M Thin and Li...,"₹31,970",Not Available,Not Available,Not Available,Not Available,4
856,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹88,990",Not Available,Not Available,Not Available,Not Available,4.8
857,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.2
858,DELL Inspiron 3530 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.2
859,ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th...,"₹50,990",Not Available,Not Available,Not Available,Not Available,4.1
860,HP Pavilion Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3036TU Thin and Light...,"₹44,900",Not Available,Not Available,Not Available,Not Available,3.9
861,"DELL Wyse 5470 Intel Celeron Quad Core Processor Base Frequency 1.10 GHz, Burst Frequency 2.40 GHz - (...","₹36,490",Not Available,Not Available,Not Available,Not Available,4.8
862,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹1,29,990",Not Available,Not Available,Not Available,Not Available,4.2
863,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.7
864,HP Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq3066TU Thin and Light Lapt...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.1
865,HP Pavilion x360 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek1020TU 2 in 1 Laptop,"₹12,990",Not Available,Not Available,Not Available,Not Available,4.3
866,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹40,500",Not Available,Not Available,Not Available,Not Available,3.7
867,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.2
868,DELL AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Lapt...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,3.7
869,"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/W...","₹71,990",Not Available,Not Available,Not Available,Not Available,4.2
870,DELL Inspiron 3530 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin...,"₹71,499",Not Available,Not Available,Not Available,Not Available,4.3
871,Acer Aspire 5 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) A515-58M Thin and Li...,"₹1,49,990",Not Available,Not Available,Not Available,Not Available,4.5
872,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹34,490",Not Available,Not Available,Not Available,Not Available,4
873,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.1
874,ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th...,"₹53,990",Not Available,Not Available,Not Available,Not Available,5
875,HP Pavilion Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3036TU Thin and Light...,"₹1,10,190",Not Available,Not Available,Not Available,Not Available,5
876,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹48,990",Not Available,Not Available,Not Available,Not Available,4.2
877,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.1
878,ASUS Vivobook 15X Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ541WS T...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.2
879,HP 14s AMD Ryzen 5 Quad Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) fy1003AU Thin and Light Laptop,"₹41,999",Not Available,Not Available,Not Available,Not Available,3.5
880,HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-FQ5326TU Thin and Li...,"₹33,490",Not Available,Not Available,Not Available,Not Available,4.2
881,MSI Sword 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹88,480",Not Available,Not Available,Not Available,Not Available,4.7
882,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹28,990",Not Available,Not Available,Not Available,Not Available,3.9
883,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.5
884,walker Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1 Thin and Light Laptop,"₹17,990",Not Available,Not Available,Not Available,Not Available,4
885,DELL Inspiron AMD Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and L...,"₹75,990",Not Available,Not Available,Not Available,Not Available,4.2
886,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹96,020",Not Available,Not Available,Not Available,Not Available,4.3
887,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.3
888,DELL Inspiron 7440 2-in-1 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 1...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.2
889,HP Pavilion x360 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU 2 in 1 ...,"₹28,990",Not Available,Not Available,Not Available,Not Available,3.7
890,"ASUS Zenbook S 14 OLED (2024) - Next-Gen AI PC, with Touchscreen, Intel Core Ultra 7 - (32 GB/1 TB SSD...","₹33,574",Not Available,Not Available,Not Available,Not Available,4.2
891,HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5006TU Thin and Light Laptop,"₹37,990",Not Available,Not Available,Not Available,Not Available,3.5
892,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹1,18,990",Not Available,Not Available,Not Available,Not Available,4.5
893,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.7
894,Lenovo Yoga 7 WUXGA-OLED Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) 14IRL8 2 in 1...,"₹53,990",Not Available,Not Available,Not Available,Not Available,4.2
895,Acer Aspire 5 Backlit Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) A515-58M Thin ...,"₹25,389",Not Available,Not Available,Not Available,Not Available,4.5
896,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹86,190",Not Available,Not Available,Not Available,Not Available,4
897,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.8
898,Acer Aspire 3 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) A315-24P Thin and Light ...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.2
899,HP G9 AMD Ryzen 5 Hexa Core 5th Gen 5625U - (16 GB/512 GB SSD/Windows 11 Home) 7B1L8PA Notebook,"₹30,990",Not Available,Not Available,Not Available,Not Available,4.2
900,DELL G15 Intel Core i5 13450HX - (8 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 305...,"₹1,64,990",Not Available,Not Available,Not Available,Not Available,4.1
901,Acer Aspire 3 Intel Core i3 13th Gen - (8 GB/256 GB SSD/Windows 11 Home) A324-53 Thin and Light Laptop,"₹89,990",Not Available,Not Available,Not Available,Not Available,4.3
902,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹53,990",Not Available,Not Available,Not Available,Not Available,5
903,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹46,490",Not Available,Not Available,Not Available,Not Available,2.7
904,DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 Me...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.2
905,MSI Thin A15 AMD Ryzen 7 Octa Core 7735HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,"₹71,990",Not Available,Not Available,Not Available,Not Available,4.7
906,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹74,990",Not Available,Not Available,Not Available,Not Available,4.4
907,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.3
908,Acer Aspire 3 Intel Core i3 12th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) A324-31 Thin and Light L...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.3
909,HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 10 Home) 15s- EQ2042AU Thin and Light La...,"₹31,490",Not Available,Not Available,Not Available,Not Available,4.3
910,Lenovo IdeaPad 3 Intel Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/DOS) 15ITL6 Thin and Light Lap...,"₹94,990",Not Available,Not Available,Not Available,Not Available,4.7
911,SAMSUNG Galaxy Book3 360 EVO AMOLED Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home) NP...,"₹33,390",Not Available,Not Available,Not Available,Not Available,Not Available
912,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹38,990",Not Available,Not Available,Not Available,Not Available,Not Available
913,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹73,990",Not Available,Not Available,Not Available,Not Available,Not Available
914,HP AMD Ryzen 3 Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Laptop,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,Not Available
915,Lenovo Yoga 7 Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 14IRL8 Thin and Light ...,"₹1,42,990",Not Available,Not Available,Not Available,Not Available,Not Available
916,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹31,999",Not Available,Not Available,Not Available,Not Available,Not Available
917,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹15,990",Not Available,Not Available,Not Available,Not Available,Not Available
918,HP 247 G8 AMD Ryzen 5 Dual Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 247 G8 Notebook,"₹53,990",Not Available,Not Available,Not Available,Not Available,Not Available
919,"ASUS TUF Gaming A14 (2024) - AI PC, AMD Ryzen AI 9 12 Core HX 370 - (32 GB/2 TB SSD/Windows 11 Home/8 ...","₹19,990",Not Available,Not Available,Not Available,Not Available,Not Available
920,MSI Cyborg 14 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,"₹1,19,990",Not Available,Not Available,Not Available,Not Available,Not Available
921,Lenovo Ideapad 3 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 3 15ITL6 Th...,"₹94,990",Not Available,Not Available,Not Available,Not Available,Not Available
922,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹37,890",Not Available,Not Available,Not Available,Not Available,Not Available
923,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹99,990",Not Available,Not Available,Not Available,Not Available,Not Available
924,Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Thin and...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,Not Available
925,Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹88,990",Not Available,Not Available,Not Available,Not Available,Not Available
926,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹37,999",Not Available,Not Available,Not Available,Not Available,Not Available
927,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹46,490",Not Available,Not Available,Not Available,Not Available,Not Available
928,HP FC0026AU AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light...,"₹17,990",Not Available,Not Available,Not Available,Not Available,Not Available
929,Acer Nitro 5 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹79,150",Not Available,Not Available,Not Available,Not Available,Not Available
930,HP 250 G9 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 7M657PA Thin and Light Lapt...,"₹71,990",Not Available,Not Available,Not Available,Not Available,Not Available
931,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"₹99,990",Not Available,Not Available,Not Available,Not Available,Not Available
932,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹11,990",Not Available,Not Available,Not Available,Not Available,Not Available
933,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹41,000",Not Available,Not Available,Not Available,Not Available,Not Available
934,"ASUS Zenbook 14 OLED (2025) with Office 2024 + M365 Basic*, AI PC Intel Core Ultra 9 285H - (32 GB/1 T...","₹1,45,990",Not Available,Not Available,Not Available,Not Available,Not Available
935,HP 250 G9 Intel Core i3 12th Gen Intel Core i3 1215U - (8 GB/512 GB SSD/Windows 11 Home) 250 G9 Busine...,"₹1,04,990",Not Available,Not Available,Not Available,Not Available,Not Available
936,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹1,12,990",Not Available,Not Available,Not Available,Not Available,Not Available
937,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹73,990",Not Available,Not Available,Not Available,Not Available,Not Available
938,Lenovo IdeaPad 3 Chromebook Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) ideapa...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,Not Available
939,Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,"₹46,999",Not Available,Not Available,Not Available,Not Available,Not Available
940,"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/W...","₹70,190",Not Available,Not Available,Not Available,Not Available,Not Available
941,HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq5138tu Thin and Light Laptop,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
942,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
943,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
944,DELL Inspiron 16 5630 Intel Core i7 1360P - (16 GB/1 TB SSD/Windows 11 Home) IN5630MV7F4001ORS1 Laptop,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
945,DELL inspiron 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Laptop ...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
946,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
947,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
948,Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
949,ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
950,MSI Cyborg 15 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
951,Ultimus Pro Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3INC43BN C...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
952,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
953,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
954,Acer Predator Neo Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
955,"ASUS Zenbook 14 OLED (2025) with Office 2024 + M365 Basic*, AI PC Intel Core Ultra 5 225H - (16 GB/1 T...",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
956,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
957,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
958,HP Intel Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Ligh...,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
